FIR_ID,Crime_Type,Crime_Category,District,Police_Station,Latitude,Longitude,Date,Time,Victim_Age,Victim_Gender,Suspect_ID,Suspect_Age,Suspect_Gender,Previous_Offenses,Socio_Economic_Index,Investigation_Status,Crime_Severity,Financial_Loss,Risk_Level
FIR-2026-12047,Theft,Property Crimes,Ballari,Gandhinagar PS,15.182888378470857,76.91437615461349,2026-01-18,02:12:14,63,Male,SUS-0286,17,Male,1,52,Under Investigation,Medium,76454.36,Medium
FIR-2025-12048,Vehicle Theft,Property Crimes,Bengaluru Urban,Cubbon Park PS,12.902349397281307,77.58294065148954,2025-11-03,03:18:02,24,Male,SUS-0272,32,Male,0,33,Chargesheeted,Medium,32664.54,Medium
FIR-2024-12049,Phishing,Cyber Crimes,Hubballi-Dharwad,Keshwapur PS,15.450369855518021,75.15627096142849,2025-05-20,17:05:06,48,Male,SUS-0253,42,Male,0,56,Arrested,Low,9463.83,Low
FIR-2026-12050,Phishing,Cyber Crimes,Bengaluru Urban,Koramangala PS,13.045462866011777,77.54248729542988,2026-03-01,20:57:59,27,Female,SUS-0040,30,Male,0,60,Chargesheeted,Low,63632.08,Low
FIR-2025-12051,Money Laundering,Economic Crimes,Belagavi,Khade Bazar PS,15.96212471696985,74.484675148674,2024-05-01,17:02:47,29,Female,SUS-0041,40,Male,1,34,Chargesheeted,High,137127.02,Medium
FIR-2024-12052,Stalking,Crimes Against Women,Bengaluru Urban,Whitefield PS,12.947308045008992,77.58295573689621,2025-05-28,09:35:16,60,Female,SUS-0215,30,Male,0,34,Chargesheeted,Medium,0.0,Medium
FIR-2024-12053,Stalking,Crimes Against Women,Ballari,Cowlbazar PS,15.17194759868163,76.89701702240907,2025-05-04,03:31:53,39,Female,SUS-0488,35,Male,0,27,Under Investigation,Low,0.0,Low
FIR-2025-12054,Financial Fraud,Economic Crimes,Ballari,Brucepet PS,15.149226967074199,76.90303535796765,2026-05-25,03:13:56,34,Female,SUS-0101,41,Male,1,34,Chargesheeted,High,154938.62,Medium
FIR-2024-12055,Online Fraud,Cyber Crimes,Bengaluru Urban,Indiranagar PS,12.997918847231997,77.60312321583886,2024-11-06,05:59:33,36,Female,SUS-0091,37,Male,1,36,Chargesheeted,Low,140816.09,Low
FIR-2026-12056,Stalking,Crimes Against Women,Shivamogga,Kote PS,13.997132806691766,75.62881657144892,2026-05-21,04:58:31,27,Female,SUS-0544,39,Male,0,53,Under Investigation,Low,0.0,Low
FIR-2026-12057,Domestic Violence,Crimes Against Women,Chikkamagaluru,Rural PS,13.313833538303472,75.79716330476965,2025-05-17,13:12:38,45,Female,SUS-0080,32,Male,0,64,Chargesheeted,Low,0.0,Low
FIR-2025-12058,Stalking,Crimes Against Women,Davanagere,KTJ Nagar PS,14.483569664794183,75.86386215270714,2024-04-23,12:07:50,52,Female,SUS-0174,25,Male,1,38,Under Investigation,High,0.0,Medium
FIR-2025-12059,Assault,Violent Crimes,Ballari,Gandhinagar PS,15.188911860152464,76.87907753130838,2024-02-19,22:15:05,30,Female,SUS-0069,32,Male,3,44,Chargesheeted,High,0.0,High
FIR-2026-12060,Harassment,Crimes Against Women,Bengaluru Urban,Indiranagar PS,12.961247453180283,77.59163773853423,2025-02-01,08:52:22,67,Female,SUS-0300,27,Male,2,66,Under Investigation,Medium,0.0,Medium
FIR-2026-12061,Online Fraud,Cyber Crimes,Mangaluru,Urwa PS,12.882679672528335,74.79802518268576,2024-03-17,04:40:23,40,Female,SUS-0067,16,Female,0,66,Under Investigation,Medium,27381.4,Low
FIR-2026-12062,Substance Abuse,Narcotics,Bengaluru Urban,Jayanagar PS,12.935512076521082,77.63270059034383,2025-12-22,16:58:58,25,Female,SUS-0290,40,Male,0,84,Chargesheeted,Medium,0.0,Low
FIR-2026-12063,Assault,Violent Crimes,Bengaluru Urban,Indiranagar PS,12.896491005443592,77.6790423191454,2024-02-29,11:06:37,31,Female,SUS-0349,29,Male,1,49,Chargesheeted,Medium,0.0,Medium
FIR-2026-12064,Drug Possession,Narcotics,Chikkamagaluru,Rural PS,13.350658971136475,75.6749806840579,2024-08-01,11:49:32,43,Female,SUS-0189,35,Male,1,66,Under Investigation,Medium,0.0,Medium
FIR-2025-12065,Money Laundering,Economic Crimes,Bengaluru Urban,Indiranagar PS,12.969131151572743,77.54756080784932,2025-02-03,20:23:25,28,Male,SUS-0373,19,Male,0,56,Under Investigation,Low,62082.38,Low
FIR-2026-12066,Vehicle Theft,Property Crimes,Kalaburagi,Chowk PS,17.33975960138651,76.8469671863916,2024-03-25,20:58:17,35,Female,SUS-0006,39,Male,3,31,Under Investigation,Low,24089.54,Medium
FIR-2026-12067,House Breaking,Property Crimes,Davanagere,Gandhinagar PS,14.519343524373497,75.91057450082747,2026-05-31,22:32:28,8,Female,SUS-0004,29,Male,1,59,Chargesheeted,Medium,75033.04,Medium
FIR-2025-12068,Phishing,Cyber Crimes,Ballari,Gandhinagar PS,15.137757178800653,77.00649997108411,2025-07-08,03:31:08,26,Female,SUS-0413,16,Male,0,30,Chargesheeted,Medium,111409.25,Medium
FIR-2026-12069,Drug Possession,Narcotics,Chikkamagaluru,Chikkamagaluru Town PS,13.303415548769959,75.8015888994595,2024-05-04,21:10:08,8,Male,SUS-0156,24,Male,1,61,Under Investigation,Medium,0.0,Medium
FIR-2025-12070,Drug Possession,Narcotics,Bengaluru Urban,Koramangala PS,12.954953808115482,77.51420282942125,2025-07-02,04:33:12,48,Female,SUS-0305,26,Male,0,45,Under Investigation,Medium,0.0,Medium
FIR-2024-12071,Theft,Property Crimes,Bengaluru Urban,Jayanagar PS,12.966684558320924,77.59516319193858,2024-10-01,07:23:56,47,Male,SUS-0253,42,Male,0,31,Closed,High,71160.14,Medium
FIR-2025-12072,Extortion,Violent Crimes,Mysuru,Devaraja PS,12.338253774870113,76.64744899724083,2024-11-22,04:10:49,31,Female,SUS-0135,55,Female,0,40,Under Investigation,High,0.0,Medium
FIR-2025-12073,Phishing,Cyber Crimes,Bengaluru Urban,Whitefield PS,13.03207787323478,77.54706291164165,2024-04-30,15:35:02,44,Male,SUS-0537,26,Male,0,37,Under Investigation,Low,113826.09,Low
FIR-2026-12074,Phishing,Cyber Crimes,Bengaluru Urban,Koramangala PS,12.986672602841631,77.56615766573599,2026-05-21,03:39:18,46,Male,SUS-0249,52,Male,1,63,Under Investigation,Low,24678.96,Low
FIR-2024-12075,Money Laundering,Economic Crimes,Mysuru,Lashkar PS,12.289463350613271,76.64545390270052,2025-11-02,14:18:46,40,Female,SUS-0059,34,Male,0,62,Under Investigation,Low,83632.04,Low
FIR-2026-12076,Identity Theft,Cyber Crimes,Kalaburagi,Raghavendra Nagar PS,17.343926794913543,76.86752622765181,2025-09-16,11:31:58,68,Male,SUS-0026,33,Male,0,26,Arrested,Low,47163.74,Low
FIR-2026-12077,House Breaking,Property Crimes,Hubballi-Dharwad,Gokul Road PS,15.378434213935451,75.10856202560413,2025-11-14,19:46:57,38,Male,SUS-0246,44,Male,0,47,Under Investigation,Low,106218.12,Low
FIR-2026-12078,Stalking,Crimes Against Women,Bengaluru Urban,Koramangala PS,12.99764748475611,77.59223201113382,2024-11-22,10:22:58,48,Female,SUS-0586,25,Female,1,72,Under Investigation,Medium,0.0,Medium
FIR-2026-12079,Theft,Property Crimes,Belagavi,Khade Bazar PS,15.91590168885875,74.4985001287931,2024-07-10,13:38:27,37,Female,SUS-0306,39,Male,0,34,Under Investigation,Medium,25969.51,Medium
FIR-2026-12080,Theft,Property Crimes,Bengaluru Urban,Jayanagar PS,12.94815786542016,77.61909790900866,2025-03-15,23:03:24,40,Male,SUS-0247,47,Female,0,71,Under Investigation,High,3466.48,Medium
FIR-2025-12081,Online Fraud,Cyber Crimes,Bengaluru Urban,Cubbon Park PS,12.94308715940623,77.55030299817597,2024-02-14,12:20:09,39,Male,SUS-0229,23,Female,1,60,Chargesheeted,Low,93321.81,Low
FIR-2025-12082,Assault,Violent Crimes,Kalaburagi,Raghavendra Nagar PS,17.344443187951477,76.79502830598908,2025-07-19,07:40:01,29,Male,SUS-0469,46,Male,0,38,Under Investigation,High,0.0,Medium
FIR-2024-12083,Money Laundering,Economic Crimes,Mangaluru,Barkur PS,12.956723177779422,74.82864126730215,2024-10-29,15:55:58,24,Female,SUS-0010,16,Male,0,73,Closed,Low,40476.63,Low
FIR-2024-12084,Vehicle Theft,Property Crimes,Kalaburagi,Raghavendra Nagar PS,17.334349308691703,76.79191646065192,2024-05-24,05:13:19,45,Female,SUS-0035,42,Male,0,33,Arrested,Medium,205700.06,Medium
FIR-2024-12085,Bribery,Economic Crimes,Bengaluru Urban,Whitefield PS,12.968375345407397,77.59091879865643,2024-04-23,10:15:55,34,Male,SUS-0336,48,Male,1,47,Under Investigation,Low,18670.77,Low
FIR-2025-12086,Extortion,Violent Crimes,Davanagere,KTJ Nagar PS,14.393676750304534,75.87959449812271,2024-01-30,05:53:31,40,Female,SUS-0016,33,Male,0,39,Under Investigation,High,0.0,Medium
FIR-2025-12087,Murder,Violent Crimes,Mangaluru,Pandeshwar PS,12.902795504399654,74.87707714124164,2024-09-01,07:42:09,39,Male,SUS-0299,25,Male,0,82,Chargesheeted,High,0.0,Medium
FIR-2024-12088,Murder,Violent Crimes,Hubballi-Dharwad,Town PS,15.308325725726538,75.12015779655319,2025-10-17,07:02:17,46,Male,SUS-0144,33,Male,0,46,Under Investigation,High,0.0,Medium
FIR-2026-12089,Phishing,Cyber Crimes,Mangaluru,Pandeshwar PS,12.974213083409982,74.79434569379954,2025-03-29,05:38:08,51,Female,SUS-0095,34,Male,1,68,Under Investigation,Low,195545.94,Low
FIR-2024-12090,Tax Evasion,Economic Crimes,Ballari,Brucepet PS,15.10202238171919,76.95039338794679,2025-01-02,12:24:38,34,Female,SUS-0006,39,Male,3,54,Under Investigation,Low,16722.91,Medium
FIR-2025-12091,Assault,Violent Crimes,Mangaluru,Pandeshwar PS,12.899590569272442,74.83068011870814,2024-08-08,07:37:10,51,Female,SUS-0514,50,Female,2,78,Chargesheeted,High,0.0,Medium
FIR-2024-12092,Online Fraud,Cyber Crimes,Mangaluru,Kadri PS,12.915397044712897,74.84668906493226,2024-06-03,13:06:42,49,Female,SUS-0516,43,Male,3,58,Chargesheeted,Low,81709.89,Medium
FIR-2025-12093,Cyber Bullying,Cyber Crimes,Chikkamagaluru,Basavanahalli PS,13.269431469090758,75.7978795977955,2024-08-19,19:31:05,32,Male,SUS-0063,30,Male,1,50,Chargesheeted,Low,140881.75,Low
FIR-2026-12094,Cyber Bullying,Cyber Crimes,Kalaburagi,Raghavendra Nagar PS,17.359204270579077,76.91350785366758,2024-12-15,03:24:09,38,Female,SUS-0386,30,Male,0,40,Chargesheeted,Low,5786.89,Low
FIR-2026-12095,Vehicle Theft,Property Crimes,Mysuru,Vidyaranyapuram PS,12.289776466423655,76.62761171287545,2024-03-06,11:38:19,25,Male,SUS-0594,27,Male,0,68,Chargesheeted,Medium,18802.11,Low
FIR-2024-12096,Drug Possession,Narcotics,Belagavi,Market PS,15.876483507635928,74.44598762840288,2024-01-01,11:46:51,68,Male,SUS-0235,16,Male,2,41,Chargesheeted,High,0.0,High
FIR-2026-12097,Theft,Property Crimes,Mysuru,Vidyaranyapuram PS,12.300458079108294,76.63012326380563,2025-04-21,12:18:28,38,Male,SUS-0273,25,Female,1,67,Under Investigation,Medium,29342.52,Medium
FIR-2024-12098,Domestic Violence,Crimes Against Women,Bengaluru Urban,Jayanagar PS,12.95382627434719,77.60651613465296,2024-10-29,06:43:39,15,Female,SUS-0083,24,Female,1,83,Under Investigation,Medium,0.0,Medium
FIR-2025-12099,Money Laundering,Economic Crimes,Mangaluru,Barkur PS,12.964605034093962,74.85823012413971,2025-12-29,11:11:42,52,Male,SUS-0429,34,Female,0,50,Under Investigation,Medium,60567.64,Medium
FIR-2026-12100,Theft,Property Crimes,Shivamogga,Doddapet PS,13.88465506052958,75.5475006190254,2025-07-21,20:20:30,26,Female,SUS-0069,32,Male,3,58,Arrested,Low,4111.22,Medium
FIR-2024-12101,Financial Fraud,Economic Crimes,Shivamogga,Doddapet PS,13.97840428213166,75.57828137204147,2024-09-08,21:07:25,28,Female,SUS-0453,35,Female,0,58,Chargesheeted,Medium,222129.87,Medium
FIR-2025-12102,Domestic Violence,Crimes Against Women,Bengaluru Urban,Cubbon Park PS,13.020185410962547,77.66883192970299,2024-07-28,07:08:09,55,Female,SUS-0127,37,Male,2,62,Under Investigation,Medium,0.0,Medium
FIR-2024-12103,Hacking,Cyber Crimes,Hubballi-Dharwad,Suburban PS,15.396996767295295,75.12043997853566,2025-01-22,20:32:23,30,Female,SUS-0442,33,Male,0,43,Arrested,Low,29112.08,Low
FIR-2024-12104,Theft,Property Crimes,Bengaluru Urban,Jayanagar PS,12.966938263761612,77.57579198210367,2024-11-15,00:47:15,25,Male,SUS-0252,45,Male,0,59,Arrested,Medium,44725.4,Low
FIR-2026-12105,House Breaking,Property Crimes,Chikkamagaluru,Chikkamagaluru Town PS,13.330097233599375,75.76127080258641,2026-06-13,02:13:09,79,Female,SUS-0515,37,Male,1,56,Chargesheeted,Medium,109048.0,Medium
FIR-2024-12106,Substance Abuse,Narcotics,Chikkamagaluru,Chikkamagaluru Town PS,13.271636983375533,75.7261256131216,2025-05-05,03:31:42,8,Male,SUS-0501,25,Male,2,62,Under Investigation,High,0.0,Medium
FIR-2025-12107,Online Fraud,Cyber Crimes,Mangaluru,Kadri PS,12.858468775862669,74.82618473663356,2025-06-20,08:42:55,38,Female,SUS-0362,36,Male,0,64,Untraced,Low,65688.24,Low
FIR-2025-12108,Cyber Bullying,Cyber Crimes,Davanagere,Extension PS,14.45002883860185,75.85291085757147,2025-03-17,07:55:56,39,Male,SUS-0144,33,Male,0,59,Chargesheeted,Low,72922.7,Low
FIR-2025-12109,Harassment,Crimes Against Women,Belagavi,Khade Bazar PS,15.841482826820272,74.54641454060008,2024-08-13,15:53:23,20,Female,SUS-0396,44,Male,0,59,Under Investigation,Medium,0.0,Low
FIR-2025-12110,Phishing,Cyber Crimes,Mangaluru,Barkur PS,12.956571813538146,74.86031233313244,2025-06-07,05:10:17,26,Male,SUS-0332,28,Male,1,50,Chargesheeted,Low,35678.37,Low
FIR-2025-12111,Robbery,Property Crimes,Bengaluru Urban,Indiranagar PS,12.98429034325116,77.51377621869841,2024-11-18,18:08:36,16,Female,SUS-0547,38,Male,0,77,Closed,High,16970.04,Medium
FIR-2024-12112,Extortion,Violent Crimes,Mysuru,Lashkar PS,12.294139736237197,76.62865210307868,2026-06-06,14:56:26,49,Male,SUS-0237,30,Female,0,64,Chargesheeted,Medium,0.0,Low
FIR-2026-12113,House Breaking,Property Crimes,Belagavi,Khade Bazar PS,15.803686782661133,74.51141795056435,2025-08-21,08:55:08,48,Female,SUS-0117,23,Male,1,56,Under Investigation,Low,26263.73,Low
FIR-2026-12114,House Breaking,Property Crimes,Belagavi,Khade Bazar PS,15.845255491437092,74.48509366774738,2024-01-05,04:50:12,25,Female,SUS-0473,32,Male,1,55,Under Investigation,Low,63964.87,Low
FIR-2026-12115,Drug Possession,Narcotics,Mysuru,Lashkar PS,12.313314885797974,76.6364070621435,2024-10-20,23:36:29,8,Female,SUS-0533,27,Male,0,62,Chargesheeted,Medium,0.0,Low
FIR-2025-12116,House Breaking,Property Crimes,Tumakuru,Kyathsandra PS,13.299787041355314,77.15040955955128,2024-07-27,20:39:33,32,Male,SUS-0456,36,Male,3,60,Under Investigation,High,62330.7,High
FIR-2024-12117,Drug Possession,Narcotics,Bengaluru Urban,Indiranagar PS,12.977386055661619,77.54176826385522,2024-07-16,20:46:56,65,Female,SUS-0582,37,Male,0,44,Chargesheeted,High,0.0,Medium
FIR-2024-12118,Robbery,Property Crimes,Hubballi-Dharwad,Keshwapur PS,15.350451501994893,75.07108868101095,2025-05-14,14:00:25,20,Male,SUS-0225,16,Male,0,60,Closed,Medium,7290.93,Low
FIR-2026-12119,Theft,Property Crimes,Belagavi,Khade Bazar PS,15.85212191281457,74.49360956851721,2024-07-24,03:04:08,61,Male,SUS-0044,25,Female,1,51,Closed,Medium,186971.98,Medium
FIR-2026-12120,Kidnapping,Violent Crimes,Belagavi,Khade Bazar PS,15.910873226147668,74.51581766372551,2025-05-30,08:49:55,42,Male,SUS-0241,27,Male,2,43,Chargesheeted,High,0.0,High
FIR-2026-12121,House Breaking,Property Crimes,Mangaluru,Barkur PS,12.957314232050946,74.87361919189549,2024-01-24,22:34:38,47,Male,SUS-0088,33,Male,1,63,Untraced,High,33347.77,Medium
FIR-2025-12122,Vehicle Theft,Property Crimes,Bengaluru Urban,Whitefield PS,12.9935513216635,77.63603315135887,2025-09-13,19:08:01,25,Male,SUS-0430,41,Female,0,69,Closed,Medium,58160.85,Low
FIR-2024-12123,Hacking,Cyber Crimes,Bengaluru Urban,Koramangala PS,13.049200376369638,77.5925578234896,2026-06-06,11:48:55,64,Male,SUS-0221,53,Male,0,75,Arrested,Low,40642.7,Low
FIR-2024-12124,Kidnapping,Violent Crimes,Mangaluru,Pandeshwar PS,12.866929679988182,74.83150542253088,2024-04-20,09:25:07,30,Male,SUS-0544,39,Male,0,81,Chargesheeted,Medium,0.0,Low
FIR-2026-12125,Drug Trafficking,Narcotics,Mangaluru,Pandeshwar PS,12.93943728907675,74.85449603388551,2025-07-07,16:46:32,43,Female,SUS-0037,23,Male,2,72,Chargesheeted,High,0.0,Medium
FIR-2024-12126,Vehicle Theft,Property Crimes,Bengaluru Urban,Whitefield PS,12.983514640232563,77.56793105264364,2024-03-03,07:04:22,33,Female,SUS-0522,33,Male,0,67,Under Investigation,Low,6217.85,Low
FIR-2025-12127,Assault,Violent Crimes,Belagavi,Market PS,15.81523387148383,74.57625996943953,2025-06-18,20:13:30,53,Female,SUS-0361,24,Male,1,35,Untraced,High,0.0,Medium
FIR-2026-12128,Domestic Violence,Crimes Against Women,Mysuru,Lashkar PS,12.295312177336244,76.60955455917215,2024-04-15,16:59:20,57,Female,SUS-0105,31,Female,1,68,Under Investigation,Low,0.0,Low
FIR-2026-12129,Theft,Property Crimes,Belagavi,Khade Bazar PS,15.781641142451551,74.48248482779772,2024-02-06,19:02:09,47,Male,SUS-0106,35,Male,1,48,Untraced,High,4526.61,Medium
FIR-2026-12130,Domestic Violence,Crimes Against Women,Davanagere,KTJ Nagar PS,14.501888250823267,75.90480354359669,2025-10-23,13:05:06,25,Female,SUS-0399,26,Male,0,54,Under Investigation,Medium,0.0,Low
FIR-2025-12131,Robbery,Property Crimes,Bengaluru Urban,Koramangala PS,12.957342932070889,77.57700195377714,2024-03-28,12:28:22,28,Male,SUS-0534,33,Male,0,40,Under Investigation,High,78724.46,Medium
FIR-2025-12132,Financial Fraud,Economic Crimes,Bengaluru Urban,Koramangala PS,13.042497461731836,77.53952844700171,2025-05-02,00:21:34,59,Female,SUS-0262,31,Male,0,59,Chargesheeted,High,192127.92,Medium
FIR-2026-12133,Kidnapping,Violent Crimes,Kalaburagi,Station Bazar PS,17.45516744193289,76.78616058669517,2025-03-08,04:34:23,25,Male,SUS-0246,44,Male,0,37,Chargesheeted,High,0.0,Medium
FIR-2026-12134,Robbery,Property Crimes,Mangaluru,Kadri PS,12.986477692858573,74.92511104149784,2024-10-16,21:09:06,29,Male,SUS-0494,43,Male,4,51,Arrested,Medium,91666.83,High
FIR-2026-12135,Kidnapping,Violent Crimes,Belagavi,Khade Bazar PS,15.884867687457062,74.51990339698295,2025-07-06,13:35:31,56,Female,SUS-0005,47,Male,0,53,Under Investigation,Medium,0.0,Low
FIR-2024-12136,Vehicle Theft,Property Crimes,Davanagere,Extension PS,14.496802055869,75.86172693924344,2026-03-18,14:11:30,53,Female,SUS-0574,20,Male,0,40,Under Investigation,Low,16026.64,Low
FIR-2025-12137,Stalking,Crimes Against Women,Davanagere,Extension PS,14.453154250959418,75.9190803910278,2025-10-15,05:20:08,14,Female,SUS-0308,39,Female,1,59,Under Investigation,Medium,0.0,Medium
FIR-2024-12138,Murder,Violent Crimes,Hassan,Pension Lane PS,12.983673455077525,76.0989111536749,2025-04-23,00:34:58,42,Male,SUS-0129,37,Male,0,65,Under Investigation,High,0.0,Medium
FIR-2026-12139,Drug Trafficking,Narcotics,Hubballi-Dharwad,Keshwapur PS,15.384079369565189,75.13751041279741,2026-02-22,22:54:10,28,Female,SUS-0481,21,Male,1,57,Under Investigation,Medium,0.0,Medium
FIR-2024-12140,Stalking,Crimes Against Women,Hubballi-Dharwad,Gokul Road PS,15.385165722538781,75.12493618042976,2026-02-17,10:08:44,55,Female,SUS-0517,40,Male,0,40,Arrested,Medium,0.0,Medium
FIR-2026-12141,Robbery,Property Crimes,Mysuru,Lashkar PS,12.271256567108386,76.6181243225865,2024-01-09,02:09:04,48,Male,SUS-0286,17,Male,1,50,Chargesheeted,Medium,75139.67,Medium
FIR-2025-12142,Assault,Violent Crimes,Bengaluru Urban,Cubbon Park PS,12.957461609188549,77.57315182877839,2024-08-09,11:47:42,27,Female,SUS-0458,34,Male,0,35,Closed,High,0.0,Medium
FIR-2026-12143,Stalking,Crimes Against Women,Mangaluru,Barkur PS,12.919660527242359,74.9285869379085,2024-05-03,18:37:40,39,Female,SUS-0337,40,Male,2,65,Chargesheeted,Medium,0.0,Medium
FIR-2025-12144,Extortion,Violent Crimes,Bengaluru Urban,Cubbon Park PS,12.933203452598418,77.63009583327691,2026-02-27,01:38:39,46,Female,SUS-0537,26,Male,0,40,Chargesheeted,High,0.0,Medium
FIR-2025-12145,Substance Abuse,Narcotics,Shivamogga,Doddapet PS,13.917602476756393,75.51452152084329,2024-01-18,22:23:09,61,Male,SUS-0289,48,Male,0,69,Arrested,High,0.0,Medium
FIR-2025-12146,Cyber Bullying,Cyber Crimes,Mangaluru,Urwa PS,12.932054178156331,74.82922493567135,2024-07-19,19:12:44,47,Female,SUS-0095,34,Male,1,76,Arrested,Low,11225.86,Low
FIR-2024-12147,Theft,Property Crimes,Mangaluru,Pandeshwar PS,12.919761648833608,74.8739221119442,2025-04-14,09:30:42,72,Male,SUS-0117,23,Male,1,77,Chargesheeted,High,3006.35,Medium
FIR-2026-12148,Phishing,Cyber Crimes,Mysuru,Lashkar PS,12.318662262841551,76.66400178407903,2024-03-25,01:47:44,40,Male,SUS-0364,26,Male,2,71,Under Investigation,Low,38773.28,Low
FIR-2025-12149,Hacking,Cyber Crimes,Bengaluru Urban,Koramangala PS,12.972229543189293,77.6402615064094,2024-02-01,01:08:25,56,Male,SUS-0214,23,Male,0,76,Chargesheeted,Low,59421.03,Low
FIR-2025-12150,Tax Evasion,Economic Crimes,Bengaluru Urban,Jayanagar PS,12.99415412820244,77.63298864711325,2025-04-11,09:32:32,34,Female,SUS-0482,24,Male,2,63,Under Investigation,Medium,265447.28,Medium
FIR-2024-12151,Money Laundering,Economic Crimes,Mysuru,Krishnaraja PS,12.328922679383341,76.64580443562558,2025-08-07,02:52:16,48,Male,SUS-0494,43,Male,4,74,Untraced,Low,48728.48,Medium
FIR-2025-12152,Identity Theft,Cyber Crimes,Bengaluru Urban,Whitefield PS,13.049956664963295,77.57489539865577,2025-11-26,02:31:44,48,Female,SUS-0418,33,Male,1,38,Chargesheeted,Low,116214.81,Low
FIR-2026-12153,Bribery,Economic Crimes,Mangaluru,Kadri PS,12.990572543595734,74.85450875127921,2024-11-13,08:54:56,8,Female,SUS-0511,57,Other,1,60,Under Investigation,High,224614.73,Medium
FIR-2024-12154,Stalking,Crimes Against Women,Ballari,Brucepet PS,15.16098427340124,76.86900302720136,2025-12-06,04:01:34,38,Female,SUS-0089,34,Male,0,47,Under Investigation,Medium,0.0,Medium
FIR-2024-12155,Financial Fraud,Economic Crimes,Ballari,Gandhinagar PS,15.096650921831747,76.9643083496307,2024-03-29,17:49:21,43,Male,SUS-0164,17,Male,3,28,Arrested,Medium,64084.09,Medium
FIR-2026-12156,Drug Trafficking,Narcotics,Belagavi,Market PS,15.887519693148459,74.4952341629279,2026-01-17,22:46:12,47,Female,SUS-0431,16,Male,1,57,Chargesheeted,High,0.0,Medium
